document	label
다루는 내용은 너무 좋았는데 조금 더 탄탄했으면 하는 아쉬움은 있지만 정말 잘 봤습니다. 현실감 있고 생각이 많아지는 영화.	1
존과 진정한 가족이 되기 위해 존의 팀원들은 카르텔에 존의 가족을 죽여달라고 의뢰하였고 이 사실을 알아챈 존은 천만달러를 숨기고 팀을 와해시킨 뒤 자신의 가족을 죽인 팀원들에게 복수한다. 라는 스토리를 예상하고 있었으나 나의 헛된 생각이었다.	0
4.44 맞추기	0
개 쯔레기 영화	0
아 정말 감동이네요 거기다 실화라니!!	1
한석규는 띄웠지만 싸구려다	0
영화도 연기력도 좋다 다만 정서적 거리감은 어쩔수 없다	1
보는 내내 짜증이 나던 영화..	0
이거 연극최면이랑 완젼 내용똑같네	0
재미없습니다. 비추에요. 내용도 이상하구요.	0
이게 시청률이 왤케낫지..엄청재밌는데 ㅡㅡ!	1
아아..장쯔이 이때 물이 올랐구나	1
오타쿠는 싫어할만한 영화 저는 개인적으로 추천..원작보다 나음 영상도 예쁨	1
아, 진심 한국애니의 미래입니다....	1
와~~이정도면걸작이지 브래드피트웃기고 마지막총격씬에서 쿠엔틴의냄새가낫다 ㅋㅋ	1
간만에 다시봐도 잼나네 ㅋㅋ	1
재밌는건 조양은의 연기가 러닝타임이 지날수록 늘고있다는거다	0
이게 국산애니 수준을 올렸다는놈은 뭐임? 그냥 OOO	0
세 배우의 앙상블이 기가 막히다.	1
제목 처럼 울림이 있는 영화네요~	1
보진 않았는데 마치 펀치+히어로물!?	0
이런영화 볼가치 조차 없다..	0
천재가 아닌 입장에서 천재이야기는 별로 궁금하지 않다.	0
걸작이었던 1편에 비해 수준 너무 떨어짐. 일단 재미가 없고 무의미한 총질만 연속에 헤비메탈음악은 왜 넣어? 중딩용 게임인가? 후까시만 난무. 이 모든것은 시나리오와 감독의 유치함과 역량부족때문. 반담과 골드버그를 이렇게 망가트리나?	0
홍승희 완젼 짜증나네~~어떻게 태범이랑 결혼할수있는거지 완전 나쁜 짜증난다...... 이제 끝이고만 노경이랑~~~질질 끌더니 결국 .... 이제 짜증나서 못보겠다 뻔하다	1
토나오게 재미없음 재미도 없고 개연성도 없고 신박함도 없고 그렇다고 스타일리쉬하지도 않음ㅎㅎㅎㅎ 걍 중2중2해. 시궁창에 돈을 처박은 거 같다 찍느라 고생한 배우들 스탭들이 불쌍함	0
졸라 멋있네ㅋㅋ	1
관우만이 정의다. ㅋㅋ	0
조카들과 재밌게 보고 왔어요 캐릭터도 나름 귀엽고..	1
이게...재밌어 ㅎㄷㄷ	0
후.... 이보다 더 좋은 영화가 널렸는데 그런건 안뜨고 왜 이런영화가 뜨는지 잘모르겟슴. 진짜 보면서 스트레스..	0
꿀잼 강추!! 이거 보고 막혔있던 대변이 나왔어요	1
여기 나오는 주인공이 얼마나 멋졌었던지... >ㅅ신고	1
예고편 보고 기대하고 갔는데 실망이 큽니다. 스토리도.. 웃음은 어디에서??	0
넘넘 감동적였어요~;;	1
단조로운 이야기가 허술한 가운데 액션마저 부족하군	0
이건 꼭봐야됨 나오는노래 하나도빠짐없이다좋다 굿굿	1
다시보고싶다..^^	1
재밋게시작해서 완전개판오분전이네ㅡㅡ 한재석은 완전 이용해먹고 결말진짜똥이다 보는시간이아깝네	0
탈옥이 제일 쉬웠어요.	0
정말 영상미넘치고 잔잔하고 아름다운영화 간만에 좋은영화봤네요ㅠㅠ	1
재미있게 보았습니다!!	1
제니퍼로랜스 연기개잘해요	1
초반작품들은 정말 충격적이고 무서웠다	1
아름답고 먹먹하다. 일본의 도시와 시골을 맛깔스럽게 표현했다.	1
안웃겨	0
강혜정 , 박희순 대단하다!!! 진짜 강추	1
이게 대한민국 현실...한숨만 나온다.	1
너무 대충 만든영화 편견가득한게 불편	0
삶을 다시한번 생각하게 하는 영화	1
타타이ㅣㅇ에ㅔㅔㅇ에	1
훗.. 벌써 20년인가.. 홈보이&에릭클랩튼.. 레슬러&브루스스프링스틴..	1
요즘은 왜 이런 영화를 못 만들까? 유머와 여유가 있는 이런 영화. 8-90년대 영화에는 요즘 영화에는 없는 더 멋진 것들이 많이 있다.	1
꾸르잼^^ 무의미한 자음은 불가합니다.	1
당시에 엄청난 인기를 누렸던 작품. 극장에 사람이 엄청 많았던게 기억남	0
피곤하게 흩뿌리는 우울한 정서속의 이슬비 세례.. 따로 방 한칸을 내어 드려야 겠다.	0
캬악퉤~ 갖다 버리세요~	0
평가할 가치도 없을 정도	0
헐리가 아깝다 아까와...	0
슈퍼주니어를 영화관에서 보는데도 노래 너무 좋고 아우라가 느껴지네요;; 슈퍼주니어 화이팅이에용~	0
우리의 공공재들은 민영화를 위한 블랙딜로 인해 늘 위협을 받고 있다. 적자라는 이유로 또는 흑자이지만 또 많은 이득을 위해 늘 위협을 가하고 내 삶에 와닿지 않으면 또 흐지부지..아르헨티나의 모습을 보니 우리의 미래모습이다 지켜야 한다 우리의 공공재를	1
하주희 덕분에 평타넘은 영화 ㅋㅋ 나참	1
가족도 그리움도 없는 별에서 왔지만 누구보다 인간미가 넘치는...인간 세계가 얼마나 모순으로 가득한지를 얘기해주는...솔직하고 객관적 시선을 줄곧 제공하는 친절한 외계인.	1
라빈이면 무조건 10점	1
난 아직도 재난영화를 꼽으라면 투모로우와 함께 이 작품을 꼽는다. 재난 영화의 명작	1
소재만 좋고 나머지는 다 허술하기 짝이없음	0
정말 재밌다....! 기억에 남는 작품..윤시윤...하하...대박이구나...!!!!!!!!!!!!!!	1
우현님이 나오니까....=_=;	1
영화 이름번역을 잘못해서 망한사례.배울점과 교훈도 많이주는 실질적으론 교육영화다	1
비키땜에 3점줌. 조민아가 벗었으면 10점 줬다.. 조민아 몸사리네.	0
가슴 속에 잔잔함만 남는 영화, 잔잔하게 아름다운 배경과 이야기	1
쪾빠리 영화 수준 역시 ㅉㅉㅉ보다 잤다	0
And so it is,	1
도대체 뭐가 예술? 헛소리하네 그냥 삼류포르노	0
재미있겠네요.....ㅎㅎ	1
퓨쳐라마 개인적으로 최고의 명작이다.. ㅠㅠ 이젠 더 이상 안나온다니 너무 슬픈일이다.. 아마 죽을때까지 잊지못할 명작 중 하나일 것 이다.	1
"""""""최고다, 정말 아무렇지도(?) 않은 영화였다..--;"""""""	0
그냥10점만점그냥10점	1
"""방금 티브이에서 하는거 5초보고 껐다 ㅋㅋㅋ"""" 제법 큽니다잉~~"""" ㅋㅋ 아 진짜 제작하는 세 ㅋ 들한테 묻고싶다 ㅋㅋ 저게 재미있다고 생각하냐???"""	0
제발 보지 말기를 최악의 영화 차라리 낮잠이나 잘껄	0
잔잔하니 볼만한 영화, 조니뎁 팬이라면 더더욱!!	1
서준영연기짱	1
진짜보지마세요-영화관가서돈주고보고후회100배!	0
압도적인 스케일...미국을 다시한번 다시한번 생각하게한다..	1
aks_jh님과 동감	0
뒷통수는 뒷통수를낳는다	1
따뜻해요. 역시 삶은 사람.	1
ㅋㅋㅋ보다 끈 영화 오랜만이야 그냥 노잼 연출도 꽝 이런 영화 왜 만들지ㅋㅋㅋ	0
배우들은 애썼다 서프라이즈보다 못한걸 찍는다고 저거들도 찍고 안볼듯	0
이거 1편을 안 보고 제시카 알바때문에 본 영환데 대체 무슨 내용인가요 이거...시작은 엄청 장황했는데 허무해	0
어릴적 보았던 추억의 명화.. 정말 성룡이나 이소룡 못지않은 그보다 더 나은 영화..	1
그냥 긴코 원숭이 열자열자열자	0
아이들 교육상 보러가는데요. 유럽여행을 한들 박물관에서 오래머물지도 않기에 3D로 봤는데 실감나더라구요.미켈란젤로의 천장화 정말 멋있어서. 와! 소리 나더군요.티켓비용 아깝지 않은 교육용영화. 개인적으로 카톨릭신자라좋더군요.	1
나도재밌었는데 왜 재미없다는지	1
츄럴 착하다..괴롭히지마라...츄럴	0
장애력이 좀비 자위대 급	0
다시 제작되기를	1
사랑하고 싶어지는 영화 워킹타이틀의 영화는 로맨틱 코미디의 진수를 보여준다.	1
제목만보고 미드나잇인파리같은건줄 알았는데 첨부터 끝까지 지루한 향료얘기만 계속 주구장창 개지루 개낚임	0
마치 일본이 전쟁의 피해자인것처럼 만들어놨네요 개연성도 안맞고ㅡㅡ	0
ㅋㅋㅋ. 개웃기는 영화. 이것도 영화로 찍는 인간들 뇌가 궁금하다. 지네들도 보고 나면 무슨생각할까?	0
드러운정치현실이 나도 불만이지만, 이 영화의 해법에 동의할순없다. 사발젖만 기억나	0
굿ㅋㅋ	1
좀비 영화중 제일 맘에 드는 작품.	1
좋다 !!!!!! 충분해~ 시원시원해 아주 ㅋㅋㅋ	1
어디가 재미있는거지?마지막 도청씬에서 최강희의 표정연기는압권이였다..보톡스때문인지모르겠지만..두번의 표정연기 너무 징그러웠다..오성이를 포장못하고 마무리한점..이건 가족영화가 전혀아니고..뭔지 모르겠다.	0
복잡한 인물들 나열.지루한스토리.무엇보다 케빈코스트너 목소리거슬려. 발연기	0
아름다운 영화, 루이스의 말대로 진짜 인생은 아직 시작도 안했다.	1
정말 재밋내요..굿	1
환장하겠구만...	0
참 재미있게 봤던 기억이 나네요. 어렸을때 봐서 그런가?? ^^;	1
너무나 인간적인...그래서 사랑할수 밖에 없는 그이름....록키 발보아	1
대박임	1
너무 어설픈 영화.재미라곤 찾아볼수도 없고 감동도 그다지...	0
크리스마스 시즌이 되면 늘 이영화를 찾게됨. 볼때마다 좋아	1
JSA 랑 비슷하지만 가슴에 더 와닿네요 강력추천!!!!	1
사랑은 그런거다... 예외없이 ... 느껴본자는 알겠지.. 이영화의 가치를...	1
자비에 돌란과 대화를 나눠보고 싶어지게 만드는 작품. 그의 유년시절, 그와 그의 어머니관계는 어떠했는지 호기심이 들게 만든다.	1
영화 제목처럼 어떻게 보면 인생은 심플하다. 하지만 심플함 속에서 느껴지는 따뜻한 감정, 영화를 보면서 내내 현재 살고 있는 이 시간에 대해 감사함을 느꼈다..	1
솔직히 한윤찬은 하나랑 너무 안어울린다....불쌍하긴 하지만 너무 아빠같애....ㅜㅜ 설도현이랑 하나가 훨씬 어울리는데 요즘 하나가 설도현한테 관심없어 보여서 꼴보기시름ㅜㅜ	0
그저 나의 잃어버린 100분이 아까울뿐...	0
저 역시 기억남는 드라마중에 하나입니다.. 뭔가 색다른 드라마에요..	1
아이들한테 좋은 애니	1
TV판과 내용은 똑같은데 압축시켜놔서 이해하기 힘든 급전개. 차라리 TV판을 보세요.	0
다같이 오글오글 열매를 드셧남 그래도 일본 특유의 귀여움이잇어 괜찮네ㅎㅎ	0
화가가 본 이 영화 너무 좋네요. 가슴 뻥 뚫리는 영화.	1
잘 만든 영화~	1
어렸을때 영화보면서 저 쥐 가지고싶단 생각만했었다-_ -ㅋㅋ	1
지금 생각하면 이건 말도 안 된다고 할 일방적인 사랑	0
눈으로 말하듯 화면으로 말하는 감동과 재미가 아주 좋습니다. ^^	1
이런 가치관을 가진 지도자라면 얼마든지 표를 준다	1
스토리도, 구성도, 배우들 연기도, 배경도, 음악도. 참 맘에들었던 드라마..^^	1
올리버 스톤의 횡설수설...	0
딱80년학생졸업작품느낌..주인공이쁜거빼고는헑..안보는게상책..스토리저질재미?오노~	0
이게 뭐지... 배우들 데려다 놓고 뭐하는건지	0
필요없는 비장미, 선배 격인 옹박의 미덕을 간과한 듯	0
대중성과는 거리먼 영화제 출품용 .	0
애니메이션치고는 이상한 캐릭터 설정과 다소 난잡한 스토리에 진부하게만 흘러서 지루함만 남긴다.	0
2배속으로 봤다,,,그래도 지루했다 ~~~~~~~~~~~	0
긴 여운이 남는 영화 입니다 강력 추천!!	1
나에겐 그 당시의 사람들의 행동을 비판한 것이라고 생각한다. 그리고 그 것을 잘 표현했다. 닉의 말로말이다.	1
너무 저평가되기에 10점줍니다.원작을 보진 않았지만. 적을 부술만큼 이해하는 순간 사랑하게 된다는 그 주제문구 하나를 잘 표현한 영화 같아요.수많은 내용들이 앞축되어 아쉽지만 영상미 스토리 모두 좋았다고 생각합니다.평가만 보고 안보긴 아까움	1
1/3쯤 보다가 데자뷰 현상을 느꼈다...ㅋ 알고보니 예전에 본 쓰리데이즈 라는 영화의 원작이었다...ㅋㅋㅋ	1
정말로 예수님이 보면 뭐라고 하실지 ... 답답하다!!!	1
미쟝센 떡칠 앞에 숨 죽어 버린 네러티브	0
살인마의 흉측한 아들, 시체웅덩이, 아직도 기억이 생새하네요~	1
재밌게봤음. 일본 소재뽑는 능력은..진짜..대단함. 2편도 기대되는데.	1
말이 필요없음...	1
한글 더빙판을 봤다면 아마 1을 줬을것이다..	0
할 말이 없다. 뭔 생각으로 만든거지?	0
먼지도 모르고썻다는 ..ㅋ	1
다큐지만 한시간은 시트콤보듯이 웃겨서 좋았고 나머지 시간은 생각할거리가 많아서 굿굿굿	1
1위는 아니죠 평점 조절 ㄱㄱ	0
한남자의 인생을 바꾸어 놓은 베티..결말이 슬프지만 여운이 가시지 않는다.	1
우여곡절 끝에 개봉한 작품으로 전편의 명성을 그대로 이은 작품	1
프레데터 시리즈는 구관이 명관이란 얘기가 딱 들어맞는다	0
아~예상대로 재미가 없구나	0
진장감있는 성장드라마야 뭐야	0
영화와 책 모두 읽었지만 사람이 어떻게 하면 다른 사람을 그렇게까지 헌신적이게 사랑 할 수 있을까 라는 생각만 들 정도로 가슴에 와닿았다. 잔인한 살인 이야기 일 수 있지만 내가 느끼기엔 한 남자의 가슴 절절한 사랑 이야기로만 느껴졌다.	1
개노잼 더빙때매 망한영화에 기름끼얹음 이걸볼바에 지하철지나다니는걸보고잇는게유익함	0
캐스팅만으로도 볼만~아오야먀 신지의 전작을 보신 분이라면 매우 므흣한.	1
눈이 썪는다	0
마지막 장면은 저런 남자가 되고싶게 만드는 순간.	1
그냥.. 가엽고.. 아리고 ... 쓸쓸하다 ...행복했으면 좋겠다..	1
이거 한국영화 아닌가요?한국인이 한국영화보는데 왜 다들 자막을 넣으라고 하나요?ㅋㅋ답답합니다	0
기대한 내가 잘못이다 이 씨븅아	0
정말 보고 또 보고싶은 영화	1
급 실망	0
아휴 재미업슈....	0
좀비가 고통을느낀다? 몸에 불붙은좀비가으악~~하는데 이게 뭔가싶다ㅡㅡ	0
그냥저냥 Soso.	0
1점치곤 재밌어영 ~~~	0
나이런거싫어하는데,...	0
개인적으로 1을 가장 높게평가한다 최고다	1
엉성하고 허접한 CG...차라리 애니로 봤더라면 좀 더 볼만했을 것 같은데...	0
최고. 말로할수없을만큼..아직도 하균앓이중...ㅠㅠ	1
설경구의 새로운 모습! 완전 귀여워!ㅋㅋㅋ 전도연도 완전 사랑스럽고!!	1
그야말로악마적 퇴폐와 고질적 순수의 공존.이 정도면 충분하다.	1
완젼좋아요	1
